Analysis code | Status | Samples | ARC chair from USA | ARC chair from LPC | ARC chair from LPC NEW | Cadi contact from US | Cadi contact LPC | Cadi contact LPC NEW | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of ARC members from LPC NEW | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # of AN submitters from LPC NEW | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of  AN authors from LPC NEW | # AN authors LPC fellows | ARC chairs LPC fellow | # ARC members LPC fellows  | # of institutes | # in institutes from USA | # of institutes from LPC | # of institutes from LPC NEW
EXO-14-002 | SUPERSEDED | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 7 | 1 | 1 | 1 | 0 | 1 | 1 | 5 | 1 | 1 | 1
EXO-14-003 | Inactive | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 1
EXO-14-004 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 12 | 7 | 6 | 2 | 1 | 0 | 0 | 9 | 5 | 4 | 2
EXO-14-005 | ACCEPT | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 24 | 6 | 6 | 3 | 0 | 0 | 0 | 13 | 3 | 3 | 2
EXO-14-006 | RefComments | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 1
EXO-14-007 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 3 | 0 | 4 | 2 | 2 | 0 | 18 | 7 | 7 | 4 | 2 | 0 | 0 | 11 | 5 | 5 | 3
EXO-14-008 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 4 | 2 | 2 | 2 | 1 | 1 | 0 | 7 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0
EXO-14-009 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 3 | 3 | 1 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 1
EXO-14-010 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 4 | 3 | 1 | 1 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
EXO-14-011 | SUPERSEDED | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 0 | 0 | 1 | 2 | 1 | 1 | 1
EXO-14-012 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 9 | 4 | 4 | 2 | 0 | 0 | 0 | 8 | 3 | 3 | 2
EXO-14-013 | PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 3 | 1 | 1 | 1 | 1 | 6 | 4 | 4 | 3 | 0 | 0 | 0 | 6 | 4 | 4 | 3
EXO-14-014 | PUB | Run1 | 1 | 0 | 0 | 1 | 0 | 0 | 4 | 2 | 1 | 0 | 2 | 2 | 0 | 0 | 17 | 5 | 3 | 3 | 0 | 0 | 0 | 5 | 2 | 1 | 1
EXO-14-015 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 6 | 3 | 1 | 1 | 3 | 1 | 1 | 1 | 11 | 3 | 3 | 3 | 0 | 0 | 1 | 5 | 1 | 1 | 1
EXO-14-016 | ARC-GreenLight | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
EXO-14-017 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 6 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1
EXO-15-001 | PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 56 | 15 | 15 | 8 | 0 | 0 | 0 | 15 | 3 | 3 | 3
EXO-15-002 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 3 | 4 | 0 | 0 | 0 | 40 | 9 | 8 | 7 | 1 | 0 | 1 | 17 | 5 | 4 | 4
EXO-15-003 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 0 | 1 | 3 | 3 | 2 | 1 | 86 | 47 | 28 | 18 | 4 | 0 | 0 | 20 | 7 | 6 | 4
EXO-15-004 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 3 | 0 | 0 | 0 | 32 | 13 | 6 | 8 | 0 | 0 | 0 | 10 | 4 | 2 | 2
EXO-15-005 | ACCEPT | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 4 | 0 | 0 | 0 | 55 | 11 | 7 | 9 | 1 | 0 | 0 | 19 | 5 | 4 | 6
EXO-15-006 | RefComments | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 4 | 0 | 0 | 0 | 19 | 0 | 0 | 0 | 0 | 0 | 0 | 8 | 0 | 0 | 0
EXO-15-007 | CWR-ended | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
EXO-15-008 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
EXO-15-009 | CWR-ended | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 3 | 3 | 0 | 0 | 0 | 3 | 1 | 1 | 1
EXO-15-010 | ACCEPT | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 1 | 1 | 1 | 1 | 8 | 2 | 2 | 2 | 0 | 0 | 0 | 5 | 1 | 1 | 1
EXO-15-011 | SUPERSEDED | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 31 | 4 | 4 | 4 | 2 | 0 | 0 | 5 | 1 | 1 | 1
EXO-16-001 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
EXO-16-002 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 20 | 10 | 9 | 6 | 1 | 0 | 0 | 6 | 2 | 1 | 2
EXO-16-003 | PUB-Draft | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 2 | 2 | 2 | 0 | 6 | 4 | 4 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0
EXO-16-004 | GoingToPreApp | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 1
EXO-16-005 | CWR-ended | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 1 | 3 | 2 | 2 | 0 | 67 | 41 | 22 | 16 | 6 | 0 | 0 | 14 | 6 | 5 | 5
EXO-16-006 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
EXO-16-007 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 1 | 0 | 1 | 4 | 2 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 1
EXO-16-008 | ACCEPT | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1
EXO-16-009 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
EXO-16-010 | ACCEPT | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 0 | 0 | 6 | 2 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1
EXO-16-011 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 4 | 3 | 1 | 2 | 1 | 1 | 1 | 10 | 5 | 5 | 5 | 0 | 0 | 0 | 5 | 1 | 1 | 1
EXO-16-012 | ReadyForSub | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 9 | 2 | 2 | 2 | 0 | 0 | 1 | 4 | 1 | 1 | 1
EXO-16-013 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 51 | 27 | 18 | 11 | 2 | 0 | 0 | 20 | 7 | 6 | 4
EXO-16-014 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 0 | 0 | 3 | 3 | 2 | 2 | 23 | 14 | 12 | 10 | 0 | 0 | 0 | 9 | 4 | 3 | 3
EXO-16-015 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0
EXO-16-016 | ReSubmitted | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 7 | 4 | 4 | 2 | 0 | 0 | 0 | 5 | 2 | 2 | 2
EXO-16-017 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 26 | 20 | 9 | 5 | 2 | 0 | 0 | 6 | 3 | 2 | 2
EXO-16-018 | PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 24 | 6 | 3 | 4 | 0 | 0 | 0 | 10 | 3 | 2 | 2
EXO-16-019 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
EXO-16-020 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 10 | 6 | 6 | 7 | 2 | 0 | 0 | 6 | 3 | 3 | 4
EXO-16-021 | ACCEPT | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 9 | 2 | 2 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
EXO-16-022 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 3 | 3 | 0 | 1 | 1 | 1 | 1 | 7 | 3 | 3 | 2 | 0 | 0 | 0 | 4 | 2 | 2 | 1
EXO-16-023 | ReadyForSub | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 2 | 0 | 0 | 1 | 1 | 1 | 1
EXO-16-024 | SUPERSEDED | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 32 | 12 | 12 | 8 | 2 | 0 | 0 | 17 | 4 | 4 | 4
EXO-16-025 | SUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 0 | 0 | 2 | 2 | 2 | 2 | 22 | 12 | 12 | 14 | 4 | 0 | 0 | 7 | 3 | 3 | 4
EXO-16-026 | CWR | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
EXO-16-027 | ACCEPT | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 27 | 11 | 7 | 5 | 1 | 0 | 0 | 13 | 5 | 4 | 3
EXO-16-028 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 23 | 16 | 8 | 5 | 2 | 0 | 0 | 7 | 3 | 2 | 2
EXO-16-029 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 6 | 6 | 4 | 1 | 0 | 0 | 0 | 3 | 3 | 1 | 1
EXO-16-030 | PAS-PUB | Run2 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 1 | 1 | 7 | 6 | 6 | 5 | 1 | 0 | 0 | 3 | 2 | 2 | 2
EXO-16-031 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 2 | 1 | 0 | 1 | 33 | 8 | 5 | 8 | 1 | 0 | 0 | 15 | 4 | 3 | 5
EXO-16-032 | ACCEPT | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 3 | 2 | 2 | 2 | 2 | 2 | 1 | 55 | 24 | 24 | 14 | 4 | 0 | 0 | 18 | 4 | 4 | 4
EXO-16-033 | AWG | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 12 | 0 | 0 | 0 | 0 | 0 | 0 | 8 | 0 | 0 | 0
EXO-16-034 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
EXO-16-035 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 12 | 6 | 6 | 7 | 2 | 0 | 0 | 7 | 3 | 3 | 4
EXO-16-036 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 8 | 2 | 2 | 2 | 0 | 0 | 0 | 5 | 1 | 1 | 1
EXO-16-037 | ReadyForSub | Run2 | 1 | 1 | 1 | 1 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 48 | 25 | 17 | 11 | 2 | 0 | 0 | 19 | 6 | 5 | 4
EXO-16-038 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 11 | 6 | 2 | 3 | 0 | 0 | 0 | 6 | 3 | 1 | 2
EXO-16-039 | CWR-ended | Run2 | 1 | 1 | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 13 | 8 | 6 | 5 | 0 | 0 | 0 | 9 | 4 | 3 | 3
EXO-16-040 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 4 | 4 | 0 | 1 | 1 | 1 | 1 | 24 | 18 | 9 | 5 | 2 | 0 | 0 | 6 | 3 | 2 | 2
EXO-16-041 | AWG | Run2 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 4 | 4 | 3 | 1 | 0 | 0 | 1 | 1 | 1 | 1
EXO-16-042 | GoingToPreApp | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 13 | 2 | 2 | 2 | 1 | 0 | 0 | 4 | 1 | 1 | 1
EXO-16-043 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 6 | 2 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 1
EXO-16-044 | AWG | Run2 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 4 | 4 | 3 | 1 | 0 | 0 | 2 | 2 | 2 | 1
EXO-16-045 | GoingToPreApp | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 7 | 7 | 7 | 5 | 0 | 0 | 0 | 2 | 2 | 2 | 2
EXO-16-046 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 3 | 0 | 0 | 0 | 3 | 1 | 1 | 1
EXO-16-047 | PRE-APP | Run2 | 1 | 1 | 0 | 1 | 0 | 1 | 4 | 3 | 3 | 0 | 3 | 2 | 1 | 2 | 34 | 9 | 6 | 9 | 2 | 0 | 0 | 13 | 3 | 2 | 4
EXO-16-048 | GoingToPreApp | Run2 | 1 | 1 | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 48 | 25 | 17 | 11 | 2 | 0 | 0 | 19 | 6 | 5 | 4
EXO-16-049 | AWG | Run2 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 7 | 4 | 4 | 2 | 1 | 0 | 0 | 2 | 1 | 1 | 1
EXO-16-050 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 11 | 5 | 3 | 2 | 1 | 0 | 0 | 4 | 2 | 1 | 1
EXO-16-051 | AWG | Run2 | - | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 48 | 34 | 16 | 10 | 4 | 0 | 0 | 7 | 3 | 2 | 2
EXO-16-052 | PRE-APP | Run2 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 11 | 6 | 2 | 3 | 0 | 0 | 0 | 6 | 3 | 1 | 2
EXO-16-053 | AWG | Run2 | - | - | - | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 24 | 19 | 6 | 5 | 0 | 0 | 0 | 9 | 4 | 3 | 3
EXO-16-054 | GoingToPreApp | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 3 | 0 | 0 | 0 | 2 | 1 | 1 | 1
EXO-16-055 | AWG | Run2 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 6 | 6 | 6 | 5 | 0 | 0 | 0 | 3 | 3 | 3 | 2
EXO-16-056 | ARC-GreenLight | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 23 | 8 | 8 | 3 | 0 | 0 | 0 | 11 | 3 | 3 | 2
EXO-16-057 | AWG | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 3 | 0 | 0 | 0 | 2 | 1 | 1 | 1
EXO-16-058 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 10 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
EXO-17-001 | GoingToPreApp | Run2 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1
EXO-17-002 | GoingToPreApp | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0
EXO-17-003 | AWG | Run2 | - | - | - | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 1
EXO-17-004 | GoingToPreApp | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 2 | 0 | 0 | 0 | 2 | 2 | 2 | 1
EXO-17-005 | GoingToPreApp | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 3 | 2 | 2 | 2 | 34 | 12 | 12 | 14 | 4 | 0 | 0 | 9 | 3 | 3 | 4
EXO-17-006 | ARC-GreenLight | Run2 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 15 | 11 | 11 | 4 | 1 | 0 | 0 | 3 | 1 | 1 | 1
EXO-17-007 | AWG | Run2 | - | - | - | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 9 | 6 | 6 | 6 | 2 | 0 | 0 | 5 | 3 | 3 | 3
FSQ-12-001 | CWR-ended | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0
FSQ-12-002 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 3 | 0 | 0 | 0 | 17 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0
FSQ-12-003 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-004 | FinalReading | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
FSQ-12-005 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 5 | 2 | 2 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
FSQ-12-006 | SUPERSEDED | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
FSQ-12-007 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-008 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
FSQ-12-009 | AWG | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-010 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
FSQ-12-011 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-012 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
FSQ-12-013 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
FSQ-12-014 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
FSQ-12-015 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-016 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
FSQ-12-017 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
FSQ-12-018 | AWG | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
FSQ-12-019 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 14 | 0 | 0 | 0 | 0 | 0 | 0 | 8 | 0 | 0 | 0
FSQ-12-020 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0
FSQ-12-021 | AWG | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
FSQ-12-022 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
