Analysis code | Status | ARC chair from USA | ARC chair from LPC | Cadi contact from US | Cadi contact LPC | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of institutes | # in institutes from USA | # of institutes from LPC
FSQ-16-008 | PUB-Draft | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 5 | 0 | 0 | 2 | 0 | 0
FSQ-16-009 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FSQ-16-010 | Thesis-Approved | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
FSQ-16-011 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-16-012 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
FSQ-17-001 | PRE-APP | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 4 | 0 | 0 | 38 | 0 | 0 | 9 | 0 | 0
FTR-13-001 | AWG | 0 | 0 | 1 | 1 | 7 | 4 | 4 | 1 | 1 | 0 | 6 | 5 | 3 | 4 | 3 | 2
FTR-13-002 | AWG | 0 | 0 | 0 | 0 | 7 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-003 | PAS-only-PUB | 0 | 0 | 0 | 0 | 7 | 4 | 4 | 1 | 0 | 0 | 6 | 0 | 0 | 3 | 0 | 0
FTR-13-004 | AWG | 0 | 0 | 1 | 1 | 7 | 4 | 4 | 1 | 1 | 1 | 6 | 2 | 2 | 4 | 2 | 2
FTR-13-005 | AWG | 0 | 0 | 1 | 0 | 7 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-006 | PAS-only-PUB | 0 | 0 | 1 | 1 | 7 | 4 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1
FTR-13-007 | AWG | 0 | 0 | 1 | 1 | 7 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-008 | AWG | 1 | 1 | 0 | 0 | 9 | 5 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-009 | SUPERSEDED | 1 | 1 | 1 | 1 | 9 | 5 | 5 | 1 | 1 | 1 | 4 | 4 | 4 | 4 | 4 | 4
FTR-13-010 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-011 | Completed | 1 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 16 | 4 | 4 | 10 | 4 | 4
FTR-13-012 | Started | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-013 | Completed | - | - | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 2 | 24 | 14 | 14 | 18 | 11 | 11
FTR-13-014 | PAS-only-PUB | 1 | 1 | 0 | 0 | 9 | 5 | 5 | 4 | 3 | 3 | 47 | 24 | 20 | 23 | 13 | 11
FTR-13-015 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-016 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FTR-13-017 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 4 | 1 | 0 | 3 | 1 | 0
FTR-13-018 | SUPERSEDED | 1 | 1 | 1 | 1 | 9 | 5 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-019 | SUPERSEDED | 1 | 1 | 0 | 0 | 9 | 5 | 5 | 1 | 0 | 0 | 11 | 1 | 1 | 4 | 1 | 1
FTR-13-020 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 27 | 17 | 13 | 15 | 8 | 6
FTR-13-021 | AWG | 0 | 0 | 1 | 1 | 7 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-022 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-13-023 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 4 | 2 | 2
FTR-13-024 | PAS-only-PUB | 0 | 0 | 1 | 1 | 7 | 4 | 4 | 1 | 1 | 1 | 4 | 1 | 1 | 3 | 1 | 1
FTR-13-025 | PAS-only-PUB | 1 | 0 | 1 | 0 | 3 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FTR-13-026 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 6 | 4 | 4 | 6 | 3 | 3
FTR-13-027 | SUPERSEDED | - | - | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 0
FTR-14-001 | Completed | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 5 | 2 | 0 | 22 | 7 | 5 | 11 | 4 | 3
FTR-14-002 | Completed | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-003 | Completed | 0 | 0 | 1 | 1 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-004 | Completed | 0 | 0 | 1 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-005 | Completed | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-006 | Completed | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-007 | Completed | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-008 | Completed | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-009 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-010 | AWG | 0 | 0 | 1 | 1 | 3 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FTR-14-011 | Completed | 0 | 0 | 1 | 1 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
FTR-14-012 | AWG | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-013 | Completed | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 6 | 0 | 0 | 1 | 0 | 0
FTR-14-014 | AWG | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-14-015 | PAS-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 1 | 3 | 1 | 1 | 2 | 1 | 1
FTR-14-016 | AWG | 1 | 1 | 0 | 0 | 6 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-15-001 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-15-002 | PAS-PUB | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-16-001 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-16-002 | PRE-APP | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
FTR-16-003 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-16-004 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-16-005 | PRE-APP | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FTR-16-006 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 3 | 1 | 0 | 11 | 2 | 1 | 6 | 2 | 1
FWD-08-001 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FWD-08-002 | SUPERSEDED | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FWD-08-003 | Inactive | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FWD-08-004 | SUPERSEDED | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-08-005 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-09-001 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-09-002 | SUPERSEDED | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-10-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FWD-10-002 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 2 | 0 | 0 | 12 | 1 | 1 | 6 | 1 | 1
FWD-10-003 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 4 | 1 | 1 | 21 | 4 | 4 | 8 | 1 | 1
FWD-10-004 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0
FWD-10-005 | PUB | 1 | 1 | 0 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
FWD-10-006 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 12 | 1 | 0 | 9 | 1 | 0
FWD-10-007 | PAS-only-PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
FWD-10-008 | PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0
FWD-10-009 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-10-010 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-10-011 | PUB | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 9 | 0 | 0 | 5 | 0 | 0
FWD-10-012 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-10-013 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FWD-10-014 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 9 | 0 | 0 | 5 | 0 | 0
FWD-11-001 | PUB | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 2 | 0 | 0 | 7 | 1 | 1 | 4 | 1 | 1
FWD-11-002 | PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 4 | 1 | 1 | 28 | 4 | 3 | 10 | 2 | 1
FWD-11-003 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FWD-11-004 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 1 | 0 | 0 | 4 | 1 | 0 | 4 | 1 | 0
FWD-11-005 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-11-006 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-11-007 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-11-008 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FWD-11-009 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
GEN-11-001 | Free | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
GEN-14-001 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 5 | 1 | 1 | 4 | 1 | 1
HIG-07-001 | SUPERSEDED | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 25 | 3 | 1 | 12 | 2 | 1
HIG-08-001 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 21 | 1 | 0 | 9 | 1 | 0
HIG-08-003 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 28 | 7 | 3 | 17 | 5 | 2
HIG-08-004 | Inactive | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 6 | 0 | 0 | 5 | 0 | 0
HIG-08-005 | Inactive | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0
HIG-08-006 | PAS-only-PUB | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 1 | 0 | 26 | 3 | 2 | 12 | 3 | 2
HIG-08-007 | Thesis-Approved | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
HIG-08-008 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 3 | 2 | 1 | 0 | 0 | 21 | 1 | 0 | 9 | 1 | 0
HIG-08-009 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-08-010 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-08-011 | Thesis-Approved | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-09-001 | Thesis-Approved | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-10-001 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-10-002 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 23 | 8 | 5 | 16 | 6 | 4
HIG-10-003 | Completed | 0 | 0 | 1 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 88 | 41 | 32 | 23 | 9 | 8
HIG-11-001 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 8 | 0 | 0 | 7 | 0 | 0
HIG-11-002 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 7 | 0 | 0 | 5 | 0 | 0
HIG-11-003 | PAS-only-PUB | 0 | 0 | 1 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 199 | 106 | 85 | 30 | 13 | 11
HIG-11-004 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 3 | 1 | 0 | 0 | 23 | 2 | 2 | 11 | 2 | 2
HIG-11-005 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 0 | 28 | 16 | 12 | 15 | 8 | 6
HIG-11-006 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 2 | 1 | 1 | 23 | 6 | 6 | 15 | 4 | 4
HIG-11-007 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 9 | 0 | 0 | 6 | 0 | 0
HIG-11-008 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 3 | 0 | 0 | 20 | 0 | 0 | 8 | 0 | 0
HIG-11-009 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 2 | 1 | 1 | 14 | 0 | 0 | 4 | 0 | 0
HIG-11-010 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-011 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 2 | 1 | 1 | 4 | 1 | 1 | 3 | 1 | 1
HIG-11-012 | PAS-only-PUB | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-013 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 4 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-014 | PAS-only-PUB | 0 | 0 | 1 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 49 | 44 | 34 | 20 | 9 | 7
HIG-11-015 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-016 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-017 | PAS-only-PUB | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-018 | Completed | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-019 | PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 2 | 0 | 0 | 13 | 0 | 0 | 7 | 0 | 0
HIG-11-020 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-021 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-022 | PAS-only-PUB | 0 | 0 | 1 | 1 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-023 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-024 | PUB | 0 | 0 | 1 | 0 | 5 | 2 | 1 | 1 | 0 | 0 | 150 | 62 | 51 | 30 | 13 | 11
HIG-11-025 | PUB | 1 | 1 | 0 | 0 | 5 | 5 | 4 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-026 | PUB | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-027 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 2 | 1 | 1 | 22 | 5 | 5 | 14 | 3 | 3
HIG-11-028 | PUB | 1 | 1 | 1 | 1 | 5 | 5 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-029 | PUB | 1 | 1 | 1 | 0 | 6 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-030 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-031 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-032 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-11-033 | PUB | 0 | 0 | 0 | 0 | 6 | 4 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-11-034 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 23 | 15 | 8 | 11 | 6 | 5
HIG-12-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-002 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 3 | 3 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 1
HIG-12-003 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 0 | 1 | 0 | 0 | 38 | 29 | 25 | 20 | 13 | 10
HIG-12-004 | PUB | 0 | 0 | 1 | 1 | 5 | 4 | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 3 | 1 | 1
HIG-12-005 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
HIG-12-006 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 18 | 7 | 6 | 9 | 4 | 3
HIG-12-007 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 11 | 0 | 0 | 4 | 0 | 0
HIG-12-008 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-009 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-010 | PUB | 1 | 1 | 1 | 1 | 5 | 2 | 1 | 2 | 2 | 1 | 29 | 21 | 14 | 14 | 9 | 8
HIG-12-011 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 6 | 1 | 1 | 5 | 1 | 1
HIG-12-012 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 1 | 1 | 6 | 6 | 6 | 3 | 3 | 3
HIG-12-013 | PUB | 0 | 0 | 1 | 1 | 4 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-014 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 1 | 0 | 35 | 7 | 6 | 15 | 5 | 4
HIG-12-015 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-016 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 1 | 0 | 81 | 40 | 35 | 34 | 18 | 15
HIG-12-017 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 2 | 1 | 1 | 87 | 45 | 36 | 24 | 9 | 7
HIG-12-018 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-019 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-020 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-021 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 0 | 47 | 30 | 28 | 20 | 12 | 10
HIG-12-022 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 1
HIG-12-023 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 4 | 3 | 1 | 0 | 0 | 22 | 9 | 9 | 11 | 6 | 6
HIG-12-024 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 2 | 0 | 0 | 2 | 6 | 5 | 11 | 5 | 4
HIG-12-025 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 13 | 14 | 10 | 5 | 5 | 4
HIG-12-026 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 8 | 1 | 1 | 4 | 1 | 1
HIG-12-027 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 2 | 0 | 0 | 15 | 0 | 0 | 4 | 0 | 0
HIG-12-028 | PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-029 | Completed | 1 | 0 | 1 | 0 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-030 | Completed | 1 | 1 | 0 | 0 | 3 | 3 | 2 | 1 | 0 | 0 | 5 | 1 | 1 | 4 | 1 | 1
HIG-12-031 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-032 | SUPERSEDED | 1 | 0 | 1 | 1 | 3 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
HIG-12-033 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 3 | 0 | 0 | 23 | 1 | 1 | 7 | 1 | 1
HIG-12-034 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-035 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 12 | 12 | 8 | 5 | 5 | 4
HIG-12-036 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-037 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 5 | 0 | 0
HIG-12-038 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 2 | 1 | 1 | 87 | 45 | 36 | 24 | 9 | 7
